,actalog,img_hi,img_lo,img_mid,pool_reduction_pct
2019-10-20 18:25:20,26.0,15.0,13.0,14.0,0.46153846153846156
2019-10-20 18:25:37,27.0,16.0,13.0,14.5,0.46296296296296297
2019-10-20 18:25:39,28.0,17.0,13.0,15.0,0.4642857142857143
2019-10-20 18:25:48,27.0,16.0,12.0,14.0,0.48148148148148145
2019-10-20 18:25:56,27.0,16.0,13.0,14.5,0.46296296296296297
2019-10-20 18:26:00,27.0,17.0,16.0,16.5,0.3888888888888889
2019-10-20 18:26:11,26.0,16.0,15.0,15.5,0.40384615384615385
2019-10-20 18:26:22,27.0,17.0,16.0,16.5,0.3888888888888889
2019-10-20 18:26:31,27.0,17.0,15.0,16.0,0.4074074074074074
2019-10-20 18:26:36,26.0,16.0,14.0,15.0,0.4230769230769231
2019-10-20 18:26:38,27.0,17.0,14.0,15.5,0.42592592592592593
2019-10-20 18:26:39,28.0,17.0,14.0,15.5,0.44642857142857145
2019-10-20 18:26:54,29.0,17.0,14.0,15.5,0.46551724137931033
2019-10-20 18:27:00,30.0,19.0,18.0,18.5,0.38333333333333336
2019-10-20 18:27:03,31.0,20.0,18.0,19.0,0.3870967741935484
2019-10-20 18:27:06,32.0,21.0,18.0,19.5,0.390625
2019-10-20 18:27:09,33.0,21.0,18.0,19.5,0.4090909090909091
2019-10-20 18:27:14,34.0,22.0,18.0,20.0,0.4117647058823529
2019-10-20 18:27:15,35.0,23.0,18.0,20.5,0.4142857142857143
2019-10-20 18:27:17,35.0,23.0,17.0,20.0,0.42857142857142855
2019-10-20 18:27:28,35.0,22.0,16.0,19.0,0.45714285714285713
2019-10-20 18:27:30,34.0,21.0,16.0,18.5,0.45588235294117646
2019-10-20 18:27:32,33.0,20.0,15.0,17.5,0.4696969696969697
2019-10-20 18:27:38,33.0,20.0,16.0,18.0,0.45454545454545453
2019-10-20 18:27:41,33.0,20.0,17.0,18.5,0.4393939393939394
2019-10-20 18:27:45,32.0,19.0,16.0,17.5,0.453125
2019-10-20 18:27:47,33.0,20.0,16.0,18.0,0.45454545454545453
2019-10-20 18:27:50,33.0,20.0,17.0,18.5,0.4393939393939394
2019-10-20 18:27:53,31.0,18.0,15.0,16.5,0.46774193548387094
2019-10-20 18:27:56,30.0,17.0,14.0,15.5,0.48333333333333334
2019-10-20 18:27:57,30.0,17.0,15.0,16.0,0.4666666666666667
2019-10-20 18:28:00,30.0,18.0,17.0,17.5,0.4166666666666667
2019-10-20 18:28:05,29.0,17.0,16.0,16.5,0.43103448275862066
2019-10-20 18:28:12,28.0,16.0,15.0,15.5,0.44642857142857145
2019-10-20 18:28:16,27.0,15.0,14.0,14.5,0.46296296296296297
2019-10-20 18:28:17,28.0,15.0,14.0,14.5,0.48214285714285715
2019-10-20 18:28:37,27.0,14.0,13.0,13.5,0.5
2019-10-20 18:28:49,27.0,14.0,14.0,14.0,0.48148148148148145
2019-10-20 18:28:51,28.0,15.0,14.0,14.5,0.48214285714285715
2019-10-20 18:29:00,29.0,19.0,15.0,17.0,0.41379310344827586
2019-10-20 18:29:04,28.0,18.0,14.0,16.0,0.42857142857142855
2019-10-20 18:29:11,29.0,18.0,14.0,16.0,0.4482758620689655
2019-10-20 18:29:22,28.0,17.0,13.0,15.0,0.4642857142857143
2019-10-20 18:29:24,29.0,18.0,13.0,15.5,0.46551724137931033
2019-10-20 18:29:27,30.0,18.0,13.0,15.5,0.48333333333333334
2019-10-20 18:29:34,31.0,19.0,13.0,16.0,0.4838709677419355
2019-10-20 18:29:35,31.0,19.0,14.0,16.5,0.46774193548387094
2019-10-20 18:29:41,32.0,19.0,14.0,16.5,0.484375
2019-10-20 18:29:47,32.0,19.0,15.0,17.0,0.46875
2019-10-20 18:29:50,31.0,18.0,14.0,16.0,0.4838709677419355
2019-10-20 18:29:52,32.0,19.0,14.0,16.5,0.484375
2019-10-20 18:29:53,33.0,19.0,14.0,16.5,0.5
2019-10-20 18:30:00,33.0,21.0,19.0,20.0,0.3939393939393939
2019-10-20 18:30:02,32.0,20.0,18.0,19.0,0.40625
2019-10-20 18:30:08,33.0,21.0,18.0,19.5,0.4090909090909091
2019-10-20 18:30:16,32.0,20.0,17.0,18.5,0.421875
2019-10-20 18:30:24,33.0,21.0,17.0,19.0,0.42424242424242425
2019-10-20 18:30:30,34.0,22.0,17.0,19.5,0.4264705882352941
2019-10-20 18:30:42,35.0,22.0,17.0,19.5,0.44285714285714284
2019-10-20 18:30:48,35.0,22.0,16.0,19.0,0.45714285714285713
2019-10-20 18:30:49,36.0,23.0,16.0,19.5,0.4583333333333333
2019-10-20 18:30:50,35.0,22.0,15.0,18.5,0.4714285714285714
2019-10-20 18:30:51,36.0,22.0,15.0,18.5,0.4861111111111111
2019-10-20 18:30:53,37.0,22.0,15.0,18.5,0.5
2019-10-20 18:30:58,37.0,22.0,16.0,19.0,0.4864864864864865
2019-10-20 18:31:00,37.0,25.0,22.0,23.5,0.36486486486486486
2019-10-20 18:31:13,36.0,24.0,21.0,22.5,0.375
2019-10-20 18:31:20,35.0,23.0,20.0,21.5,0.38571428571428573
2019-10-20 18:31:23,36.0,24.0,20.0,22.0,0.3888888888888889
2019-10-20 18:31:35,35.0,23.0,19.0,21.0,0.4
2019-10-20 18:31:37,36.0,24.0,19.0,21.5,0.4027777777777778
2019-10-20 18:31:42,36.0,24.0,20.0,22.0,0.3888888888888889
2019-10-20 18:31:45,37.0,25.0,21.0,23.0,0.3783783783783784
2019-10-20 18:31:48,36.0,24.0,20.0,22.0,0.3888888888888889
2019-10-20 18:31:50,37.0,24.0,20.0,22.0,0.40540540540540543
2019-10-20 18:31:55,36.0,23.0,19.0,21.0,0.4166666666666667
2019-10-20 18:31:57,35.0,22.0,18.0,20.0,0.42857142857142855
2019-10-20 18:31:59,34.0,21.0,17.0,19.0,0.4411764705882353
2019-10-20 18:32:00,33.0,21.0,20.0,20.5,0.3787878787878788
2019-10-20 18:32:02,34.0,22.0,20.0,21.0,0.38235294117647056
2019-10-20 18:32:11,35.0,23.0,20.0,21.5,0.38571428571428573
2019-10-20 18:32:27,35.0,23.0,21.0,22.0,0.37142857142857144
2019-10-20 18:32:29,34.0,22.0,20.0,21.0,0.38235294117647056
2019-10-20 18:32:33,35.0,22.0,20.0,21.0,0.4
2019-10-20 18:32:37,36.0,23.0,20.0,21.5,0.4027777777777778
2019-10-20 18:32:39,37.0,24.0,20.0,22.0,0.40540540540540543
2019-10-20 18:32:41,38.0,25.0,20.0,22.5,0.40789473684210525
2019-10-20 18:32:42,37.0,24.0,19.0,21.5,0.4189189189189189
2019-10-20 18:32:46,39.0,26.0,19.0,22.5,0.4230769230769231
2019-10-20 18:32:51,39.0,26.0,20.0,23.0,0.41025641025641024
2019-10-20 18:32:57,41.0,27.0,20.0,23.5,0.4268292682926829
2019-10-20 18:33:00,41.0,30.0,27.0,28.5,0.3048780487804878
2019-10-20 18:33:06,40.0,29.0,26.0,27.5,0.3125
2019-10-20 18:33:10,41.0,30.0,26.0,28.0,0.3170731707317073
2019-10-20 18:33:15,40.0,29.0,25.0,27.0,0.325
2019-10-20 18:33:24,41.0,30.0,25.0,27.5,0.32926829268292684
2019-10-20 18:33:26,40.0,29.0,24.0,26.5,0.3375
2019-10-20 18:33:28,39.0,28.0,23.0,25.5,0.34615384615384615
2019-10-20 18:33:29,40.0,28.0,23.0,25.5,0.3625
2019-10-20 18:33:31,39.0,27.0,22.0,24.5,0.3717948717948718
2019-10-20 18:33:40,39.0,27.0,23.0,25.0,0.358974358974359
2019-10-20 18:33:41,40.0,28.0,23.0,25.5,0.3625
2019-10-20 18:33:55,39.0,27.0,22.0,24.5,0.3717948717948718
2019-10-20 18:34:00,39.0,28.0,27.0,27.5,0.2948717948717949
2019-10-20 18:34:03,40.0,29.0,28.0,28.5,0.2875
2019-10-20 18:34:12,41.0,30.0,28.0,29.0,0.2926829268292683
2019-10-20 18:34:14,42.0,31.0,28.0,29.5,0.2976190476190476
2019-10-20 18:34:35,41.0,30.0,27.0,28.5,0.3048780487804878
2019-10-20 18:34:44,40.0,29.0,26.0,27.5,0.3125
2019-10-20 18:34:45,42.0,30.0,26.0,28.0,0.3333333333333333
2019-10-20 18:34:50,41.0,29.0,25.0,27.0,0.34146341463414637
2019-10-20 18:34:57,42.0,30.0,25.0,27.5,0.34523809523809523
2019-10-20 18:35:00,41.0,29.0,29.0,29.0,0.2926829268292683
2019-10-20 18:35:04,40.0,28.0,28.0,28.0,0.3
2019-10-20 18:35:21,41.0,29.0,28.0,28.5,0.3048780487804878
2019-10-20 18:35:31,40.0,28.0,27.0,27.5,0.3125
2019-10-20 18:35:39,41.0,28.0,27.0,27.5,0.32926829268292684
2019-10-20 18:35:41,40.0,27.0,26.0,26.5,0.3375
2019-10-20 18:35:42,39.0,26.0,25.0,25.5,0.34615384615384615
2019-10-20 18:35:44,38.0,25.0,24.0,24.5,0.35526315789473684
2019-10-20 18:35:46,39.0,26.0,24.0,25.0,0.358974358974359
2019-10-20 18:35:50,38.0,25.0,23.0,24.0,0.3684210526315789
2019-10-20 18:35:54,39.0,25.0,23.0,24.0,0.38461538461538464
2019-10-20 18:36:00,40.0,27.0,25.0,26.0,0.35
2019-10-20 18:36:01,41.0,28.0,25.0,26.5,0.35365853658536583
2019-10-20 18:36:13,42.0,29.0,25.0,27.0,0.35714285714285715
2019-10-20 18:36:15,43.0,30.0,26.0,28.0,0.3488372093023256
2019-10-20 18:36:30,44.0,31.0,26.0,28.5,0.3522727272727273
2019-10-20 18:36:31,43.0,30.0,25.0,27.5,0.36046511627906974
2019-10-20 18:36:34,43.0,29.0,24.0,26.5,0.38372093023255816
2019-10-20 18:36:37,44.0,30.0,24.0,27.0,0.38636363636363635
2019-10-20 18:36:44,43.0,29.0,23.0,26.0,0.3953488372093023
2019-10-20 18:36:47,44.0,30.0,23.0,26.5,0.3977272727272727
2019-10-20 18:36:51,45.0,30.0,23.0,26.5,0.4111111111111111
2019-10-20 18:36:55,46.0,30.0,23.0,26.5,0.42391304347826086
2019-10-20 18:37:00,46.0,30.0,30.0,30.0,0.34782608695652173
2019-10-20 18:37:02,47.0,30.0,30.0,30.0,0.3617021276595745
2019-10-20 18:37:13,48.0,31.0,30.0,30.5,0.3645833333333333
2019-10-20 18:37:16,49.0,32.0,30.0,31.0,0.3673469387755102
2019-10-20 18:37:18,50.0,32.0,30.0,31.0,0.38
2019-10-20 18:37:21,49.0,31.0,29.0,30.0,0.3877551020408163
2019-10-20 18:37:40,48.0,30.0,28.0,29.0,0.3958333333333333
2019-10-20 18:37:47,49.0,30.0,28.0,29.0,0.40816326530612246
2019-10-20 18:37:59,48.0,29.0,27.0,28.0,0.4166666666666667
2019-10-20 18:38:00,48.0,32.0,29.0,30.5,0.3645833333333333
2019-10-20 18:38:10,49.0,33.0,29.0,31.0,0.3673469387755102
2019-10-20 18:38:18,50.0,34.0,29.0,31.5,0.37
2019-10-20 18:38:19,49.0,33.0,28.0,30.5,0.37755102040816324
2019-10-20 18:38:25,48.0,32.0,27.0,29.5,0.3854166666666667
2019-10-20 18:38:27,48.0,31.0,26.0,28.5,0.40625
2019-10-20 18:38:30,49.0,31.0,26.0,28.5,0.41836734693877553
2019-10-20 18:38:33,50.0,32.0,26.0,29.0,0.42
2019-10-20 18:38:38,49.0,31.0,25.0,28.0,0.42857142857142855
2019-10-20 18:38:40,48.0,30.0,24.0,27.0,0.4375
2019-10-20 18:38:41,49.0,30.0,24.0,27.0,0.4489795918367347
2019-10-20 18:38:42,48.0,29.0,23.0,26.0,0.4583333333333333
2019-10-20 18:38:44,46.0,27.0,21.0,24.0,0.4782608695652174
2019-10-20 18:38:47,45.0,26.0,20.0,23.0,0.4888888888888889
2019-10-20 18:38:49,44.0,25.0,19.0,22.0,0.5
2019-10-20 18:38:52,44.0,25.0,20.0,22.5,0.48863636363636365
2019-10-20 18:38:55,43.0,24.0,19.0,21.5,0.5
2019-10-20 18:38:56,43.0,24.0,20.0,22.0,0.4883720930232558
2019-10-20 18:39:00,42.0,27.0,23.0,25.0,0.40476190476190477
2019-10-20 18:39:07,41.0,26.0,22.0,24.0,0.4146341463414634
2019-10-20 18:39:09,42.0,26.0,22.0,24.0,0.42857142857142855
2019-10-20 18:39:11,41.0,25.0,21.0,23.0,0.43902439024390244
2019-10-20 18:39:15,42.0,26.0,22.0,24.0,0.42857142857142855
2019-10-20 18:39:18,43.0,27.0,22.0,24.5,0.43023255813953487
2019-10-20 18:39:24,42.0,26.0,21.0,23.5,0.44047619047619047
2019-10-20 18:39:30,43.0,27.0,21.0,24.0,0.4418604651162791
2019-10-20 18:39:35,43.0,27.0,22.0,24.5,0.43023255813953487
2019-10-20 18:39:42,42.0,26.0,21.0,23.5,0.44047619047619047
2019-10-20 18:39:50,41.0,25.0,20.0,22.5,0.45121951219512196
2019-10-20 18:39:56,41.0,25.0,21.0,23.0,0.43902439024390244
2019-10-20 18:40:00,41.0,28.0,25.0,26.5,0.35365853658536583
2019-10-20 18:40:03,42.0,28.0,25.0,26.5,0.36904761904761907
2019-10-20 18:40:07,41.0,27.0,24.0,25.5,0.3780487804878049
2019-10-20 18:40:11,40.0,26.0,23.0,24.5,0.3875
2019-10-20 18:40:13,41.0,27.0,23.0,25.0,0.3902439024390244
2019-10-20 18:40:16,40.0,26.0,22.0,24.0,0.4
2019-10-20 18:40:20,41.0,27.0,22.0,24.5,0.4024390243902439
2019-10-20 18:40:29,40.0,26.0,21.0,23.5,0.4125
2019-10-20 18:40:37,41.0,26.0,21.0,23.5,0.4268292682926829
2019-10-20 18:40:43,41.0,26.0,22.0,24.0,0.4146341463414634
2019-10-20 18:40:54,42.0,27.0,22.0,24.5,0.4166666666666667
2019-10-20 18:40:58,41.0,26.0,21.0,23.5,0.4268292682926829
2019-10-20 18:41:00,41.0,29.0,26.0,27.5,0.32926829268292684
2019-10-20 18:41:07,40.0,28.0,25.0,26.5,0.3375
2019-10-20 18:41:15,41.0,29.0,25.0,27.0,0.34146341463414637
2019-10-20 18:41:19,42.0,30.0,25.0,27.5,0.34523809523809523
2019-10-20 18:41:24,43.0,31.0,26.0,28.5,0.3372093023255814
2019-10-20 18:41:37,43.0,31.0,27.0,29.0,0.32558139534883723
2019-10-20 18:41:39,42.0,30.0,26.0,28.0,0.3333333333333333
2019-10-20 18:41:42,43.0,30.0,27.0,28.5,0.3372093023255814
2019-10-20 18:41:45,42.0,29.0,26.0,27.5,0.34523809523809523
2019-10-20 18:41:50,41.0,28.0,25.0,26.5,0.35365853658536583
2019-10-20 18:41:52,40.0,27.0,24.0,25.5,0.3625
2019-10-20 18:41:54,41.0,27.0,24.0,25.5,0.3780487804878049
2019-10-20 18:41:57,40.0,26.0,23.0,24.5,0.3875
2019-10-20 18:42:00,40.0,27.0,26.0,26.5,0.3375
2019-10-20 18:42:26,41.0,27.0,25.0,26.0,0.36585365853658536
2019-10-20 18:42:27,40.0,26.0,24.0,25.0,0.375
2019-10-20 18:42:31,39.0,25.0,23.0,24.0,0.38461538461538464
2019-10-20 18:42:42,38.0,24.0,22.0,23.0,0.39473684210526316
2019-10-20 18:42:49,39.0,25.0,22.0,23.5,0.3974358974358974
2019-10-20 18:42:59,39.0,25.0,23.0,24.0,0.38461538461538464
2019-10-20 18:43:00,39.0,28.0,25.0,26.5,0.32051282051282054
2019-10-20 18:43:14,39.0,27.0,24.0,25.5,0.34615384615384615
2019-10-20 18:43:16,40.0,27.0,24.0,25.5,0.3625
2019-10-20 18:43:23,40.0,27.0,24.0,25.5,0.3625
2019-10-20 18:43:46,41.0,28.0,24.0,26.0,0.36585365853658536
2019-10-20 18:43:49,40.0,27.0,23.0,25.0,0.375
2019-10-20 18:43:52,40.0,26.0,22.0,24.0,0.4
2019-10-20 18:44:00,40.0,29.0,26.0,27.5,0.3125
2019-10-20 18:44:10,41.0,30.0,26.0,28.0,0.3170731707317073
2019-10-20 18:44:11,41.0,29.0,25.0,27.0,0.34146341463414637
2019-10-20 18:44:13,42.0,30.0,25.0,27.5,0.34523809523809523
2019-10-20 18:44:18,41.0,29.0,24.0,26.5,0.35365853658536583
2019-10-20 18:44:20,40.0,28.0,23.0,25.5,0.3625
2019-10-20 18:44:35,41.0,28.0,23.0,25.5,0.3780487804878049
2019-10-20 18:44:44,42.0,28.0,23.0,25.5,0.39285714285714285
2019-10-20 18:44:50,41.0,27.0,22.0,24.5,0.4024390243902439
2019-10-20 18:44:53,42.0,27.0,22.0,24.5,0.4166666666666667
2019-10-20 18:45:00,42.0,29.0,27.0,28.0,0.3333333333333333
2019-10-20 18:45:15,43.0,30.0,27.0,28.5,0.3372093023255814
2019-10-20 18:45:17,44.0,30.0,27.0,28.5,0.3522727272727273
2019-10-20 18:45:32,43.0,29.0,26.0,27.5,0.36046511627906974
2019-10-20 18:45:39,43.0,29.0,25.0,27.0,0.37209302325581395
2019-10-20 18:45:40,44.0,29.0,25.0,27.0,0.38636363636363635
2019-10-20 18:45:49,43.0,28.0,24.0,26.0,0.3953488372093023
2019-10-20 18:46:00,43.0,30.0,28.0,29.0,0.32558139534883723
2019-10-20 18:46:07,42.0,29.0,27.0,28.0,0.3333333333333333
2019-10-20 18:46:10,43.0,30.0,28.0,29.0,0.32558139534883723
2019-10-20 18:46:11,42.0,29.0,27.0,28.0,0.3333333333333333
2019-10-20 18:46:12,43.0,30.0,28.0,29.0,0.32558139534883723
2019-10-20 18:46:32,41.0,28.0,26.0,27.0,0.34146341463414637
2019-10-20 18:46:39,41.0,28.0,27.0,27.5,0.32926829268292684
2019-10-20 18:46:41,40.0,27.0,26.0,26.5,0.3375
2019-10-20 18:46:51,39.0,26.0,25.0,25.5,0.34615384615384615
2019-10-20 18:46:54,38.0,25.0,24.0,24.5,0.35526315789473684
2019-10-20 18:46:55,37.0,24.0,23.0,23.5,0.36486486486486486
2019-10-20 18:47:00,37.0,26.0,24.0,25.0,0.32432432432432434
2019-10-20 18:47:29,36.0,25.0,23.0,24.0,0.3333333333333333
2019-10-20 18:47:43,35.0,24.0,22.0,23.0,0.34285714285714286
2019-10-20 18:47:54,36.0,25.0,22.0,23.5,0.3472222222222222
2019-10-20 18:48:00,36.0,27.0,25.0,26.0,0.2777777777777778
2019-10-20 18:48:14,37.0,28.0,26.0,27.0,0.2702702702702703
2019-10-20 18:48:34,36.0,27.0,25.0,26.0,0.2777777777777778
2019-10-20 18:48:42,35.0,26.0,24.0,25.0,0.2857142857142857
2019-10-20 18:48:45,36.0,26.0,24.0,25.0,0.3055555555555556
2019-10-20 18:48:47,35.0,25.0,23.0,24.0,0.3142857142857143
2019-10-20 18:48:58,36.0,25.0,23.0,24.0,0.3333333333333333
2019-10-20 18:48:59,37.0,26.0,23.0,24.5,0.33783783783783783
2019-10-20 18:49:00,37.0,27.0,26.0,26.5,0.28378378378378377
2019-10-20 18:49:18,38.0,27.0,26.0,26.5,0.3026315789473684
2019-10-20 18:49:20,39.0,28.0,26.0,27.0,0.3076923076923077
2019-10-20 18:49:21,38.0,27.0,25.0,26.0,0.3157894736842105
2019-10-20 18:49:29,39.0,28.0,25.0,26.5,0.32051282051282054
2019-10-20 18:49:38,38.0,27.0,24.0,25.5,0.32894736842105265
2019-10-20 18:49:41,39.0,28.0,24.0,26.0,0.3333333333333333
2019-10-20 18:49:44,38.0,27.0,23.0,25.0,0.34210526315789475
2019-10-20 18:49:50,39.0,28.0,23.0,25.5,0.34615384615384615
2019-10-20 18:49:51,40.0,28.0,23.0,25.5,0.3625
2019-10-20 18:49:57,41.0,29.0,23.0,26.0,0.36585365853658536
2019-10-20 18:49:58,40.0,28.0,22.0,25.0,0.375
2019-10-20 18:50:00,40.0,29.0,28.0,28.5,0.2875
2019-10-20 18:50:12,41.0,30.0,28.0,29.0,0.2926829268292683
2019-10-20 18:50:19,40.0,29.0,27.0,28.0,0.3
2019-10-20 18:50:21,39.0,28.0,26.0,27.0,0.3076923076923077
2019-10-20 18:50:25,38.0,27.0,25.0,26.0,0.3157894736842105
2019-10-20 18:50:38,39.0,27.0,25.0,26.0,0.3333333333333333
2019-10-20 18:50:43,38.0,26.0,24.0,25.0,0.34210526315789475
2019-10-20 18:50:45,39.0,26.0,24.0,25.0,0.358974358974359
2019-10-20 18:50:47,40.0,26.0,24.0,25.0,0.375
2019-10-20 18:50:52,39.0,25.0,23.0,24.0,0.38461538461538464
2019-10-20 18:51:00,39.0,28.0,25.0,26.5,0.32051282051282054
2019-10-20 18:51:01,40.0,29.0,26.0,27.5,0.3125
2019-10-20 18:51:04,39.0,28.0,25.0,26.5,0.32051282051282054
2019-10-20 18:51:10,40.0,29.0,26.0,27.5,0.3125
2019-10-20 18:51:19,41.0,30.0,26.0,28.0,0.3170731707317073
2019-10-20 18:51:20,42.0,30.0,26.0,28.0,0.3333333333333333
2019-10-20 18:51:22,43.0,30.0,26.0,28.0,0.3488372093023256
2019-10-20 18:51:26,44.0,31.0,26.0,28.5,0.3522727272727273
2019-10-20 18:51:32,43.0,30.0,26.0,28.0,0.3488372093023256
2019-10-20 18:51:37,45.0,32.0,26.0,29.0,0.35555555555555557
2019-10-20 18:51:43,44.0,31.0,25.0,28.0,0.36363636363636365
2019-10-20 18:51:44,45.0,32.0,25.0,28.5,0.36666666666666664
2019-10-20 18:51:47,44.0,31.0,24.0,27.5,0.375
2019-10-20 18:51:52,43.0,30.0,24.0,27.0,0.37209302325581395
2019-10-20 18:51:55,43.0,30.0,25.0,27.5,0.36046511627906974
2019-10-20 18:51:59,44.0,30.0,25.0,27.5,0.375
2019-10-20 18:52:00,44.0,31.0,30.0,30.5,0.3068181818181818
2019-10-20 18:52:01,45.0,31.0,30.0,30.5,0.32222222222222224
2019-10-20 18:52:05,46.0,32.0,31.0,31.5,0.31521739130434784
2019-10-20 18:52:07,45.0,31.0,30.0,30.5,0.32222222222222224
2019-10-20 18:52:10,44.0,30.0,29.0,29.5,0.32954545454545453
2019-10-20 18:52:21,45.0,31.0,30.0,30.5,0.32222222222222224
2019-10-20 18:52:27,44.0,30.0,29.0,29.5,0.32954545454545453
2019-10-20 18:52:48,43.0,29.0,28.0,28.5,0.3372093023255814
2019-10-20 18:52:54,44.0,29.0,28.0,28.5,0.3522727272727273
2019-10-20 18:52:55,42.0,27.0,26.0,26.5,0.36904761904761907
2019-10-20 18:52:57,41.0,26.0,25.0,25.5,0.3780487804878049
2019-10-20 18:52:59,40.0,25.0,24.0,24.5,0.3875
2019-10-20 18:53:00,40.0,26.0,25.0,25.5,0.3625
2019-10-20 18:53:09,39.0,25.0,24.0,24.5,0.3717948717948718
2019-10-20 18:53:12,38.0,24.0,23.0,23.5,0.3815789473684211
2019-10-20 18:53:30,37.0,23.0,22.0,22.5,0.3918918918918919
2019-10-20 18:53:34,38.0,24.0,22.0,23.0,0.39473684210526316
2019-10-20 18:53:36,38.0,24.0,23.0,23.5,0.3815789473684211
2019-10-20 18:53:51,37.0,23.0,22.0,22.5,0.3918918918918919
2019-10-20 18:53:54,37.0,23.0,23.0,23.0,0.3783783783783784
2019-10-20 18:54:00,37.0,27.0,23.0,25.0,0.32432432432432434
2019-10-20 18:54:01,38.0,28.0,23.0,25.5,0.32894736842105265
2019-10-20 18:54:02,39.0,29.0,24.0,26.5,0.32051282051282054
2019-10-20 18:54:09,38.0,28.0,23.0,25.5,0.32894736842105265
2019-10-20 18:54:40,39.0,28.0,23.0,25.5,0.34615384615384615
2019-10-20 18:54:55,40.0,28.0,23.0,25.5,0.3625
2019-10-20 18:54:58,40.0,28.0,24.0,26.0,0.35
2019-10-20 18:55:00,40.0,30.0,28.0,29.0,0.275
2019-10-20 18:55:02,41.0,31.0,29.0,30.0,0.2682926829268293
2019-10-20 18:55:04,42.0,32.0,30.0,31.0,0.2619047619047619
2019-10-20 18:55:13,41.0,31.0,29.0,30.0,0.2682926829268293
2019-10-20 18:55:21,42.0,31.0,29.0,30.0,0.2857142857142857
2019-10-20 18:55:25,43.0,32.0,29.0,30.5,0.29069767441860467
2019-10-20 18:55:27,44.0,32.0,29.0,30.5,0.3068181818181818
2019-10-20 18:55:28,43.0,31.0,28.0,29.5,0.313953488372093
2019-10-20 18:55:29,42.0,30.0,27.0,28.5,0.32142857142857145
2019-10-20 18:55:32,41.0,29.0,26.0,27.5,0.32926829268292684
2019-10-20 18:55:37,40.0,28.0,25.0,26.5,0.3375
2019-10-20 18:55:39,39.0,27.0,24.0,25.5,0.34615384615384615
2019-10-20 18:55:40,38.0,26.0,23.0,24.5,0.35526315789473684
2019-10-20 18:55:42,37.0,25.0,22.0,23.5,0.36486486486486486
2019-10-20 18:55:43,37.0,25.0,23.0,24.0,0.35135135135135137
2019-10-20 18:55:44,38.0,25.0,23.0,24.0,0.3684210526315789
2019-10-20 18:55:52,38.0,25.0,24.0,24.5,0.35526315789473684
2019-10-20 18:55:58,38.0,24.0,23.0,23.5,0.3815789473684211
2019-10-20 18:56:00,38.0,25.0,24.0,24.5,0.35526315789473684
2019-10-20 18:56:01,40.0,26.0,24.0,25.0,0.375
2019-10-20 18:56:03,41.0,27.0,25.0,26.0,0.36585365853658536
2019-10-20 18:56:07,40.0,26.0,24.0,25.0,0.375
2019-10-20 18:56:11,41.0,27.0,25.0,26.0,0.36585365853658536
2019-10-20 18:56:23,40.0,26.0,24.0,25.0,0.375
2019-10-20 18:56:35,41.0,26.0,24.0,25.0,0.3902439024390244
2019-10-20 18:56:57,42.0,27.0,24.0,25.5,0.39285714285714285
2019-10-20 18:56:59,41.0,26.0,23.0,24.5,0.4024390243902439
2019-10-20 18:57:00,41.0,27.0,26.0,26.5,0.35365853658536583
2019-10-20 18:57:10,42.0,28.0,26.0,27.0,0.35714285714285715
2019-10-20 18:57:17,43.0,29.0,27.0,28.0,0.3488372093023256
2019-10-20 18:57:22,44.0,29.0,27.0,28.0,0.36363636363636365
2019-10-20 18:57:31,43.0,28.0,26.0,27.0,0.37209302325581395
2019-10-20 18:57:32,42.0,27.0,25.0,26.0,0.38095238095238093
2019-10-20 18:57:33,41.0,26.0,25.0,25.5,0.3780487804878049
2019-10-20 18:57:38,39.0,24.0,23.0,23.5,0.3974358974358974
2019-10-20 18:57:40,40.0,25.0,24.0,24.5,0.3875
2019-10-20 18:57:45,40.0,25.0,25.0,25.0,0.375
2019-10-20 18:57:48,40.0,24.0,24.0,24.0,0.4
2019-10-20 18:57:55,39.0,23.0,23.0,23.0,0.41025641025641024
2019-10-20 18:58:00,38.0,24.0,22.0,23.0,0.39473684210526316
2019-10-20 18:58:08,39.0,25.0,22.0,23.5,0.3974358974358974
2019-10-20 18:58:12,40.0,25.0,22.0,23.5,0.4125
2019-10-20 18:58:17,41.0,25.0,22.0,23.5,0.4268292682926829
2019-10-20 18:58:24,42.0,26.0,22.0,24.0,0.42857142857142855
2019-10-20 18:58:40,43.0,27.0,22.0,24.5,0.43023255813953487
2019-10-20 18:58:43,43.0,27.0,23.0,25.0,0.4186046511627907
2019-10-20 18:58:58,42.0,26.0,22.0,24.0,0.42857142857142855
2019-10-20 18:59:00,42.0,26.0,26.0,26.0,0.38095238095238093
2019-10-20 18:59:04,43.0,27.0,26.0,26.5,0.38372093023255816
2019-10-20 18:59:14,44.0,28.0,26.0,27.0,0.38636363636363635
2019-10-20 18:59:22,43.0,27.0,25.0,26.0,0.3953488372093023
2019-10-20 18:59:32,44.0,28.0,25.0,26.5,0.3977272727272727
2019-10-20 18:59:38,45.0,29.0,25.0,27.0,0.4
2019-10-20 18:59:42,44.0,28.0,24.0,26.0,0.4090909090909091
2019-10-20 18:59:43,45.0,29.0,24.0,26.5,0.4111111111111111
2019-10-20 18:59:44,46.0,29.0,24.0,26.5,0.42391304347826086
2019-10-20 18:59:47,47.0,30.0,24.0,27.0,0.425531914893617
